mean_test_f1_macro,mean_test_precision_macro,mean_test_recall_macro,param_activation,param_batch_size,param_epochs,param_conv_activation,param_conv_l2_regularizer,param_dense_activation,param_dense_l2_regularizer,param_dropout_rate,param_filters,param_kernel_size,param_loss_function,param_optimizer,param_units
0.9097212645,0.915551164,0.9055007768,sigmoid,64,25,tanh,0.001,relu,0.001,0.6,64,3,binary_crossentropy,nadam,256
0.9095903345,0.9135465812,0.9071623117,sigmoid,64,25,relu,0.01,relu,0.001,0.6,64,3,binary_crossentropy,nadam,16
0.9095715739,0.9164611886,0.9045042335,sigmoid,64,50,relu,0.01,relu,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.9094240107,0.9189538304,0.902613159,sigmoid,64,25,tanh,0.01,tanh,0.01,0.6,320,3,binary_crossentropy,nadam,256
0.9085689617,0.9170574612,0.9027874826,sigmoid,64,25,tanh,0.001,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,16
0.9084266201,0.9109102834,0.9086827267,sigmoid,64,25,relu,0.001,tanh,0.01,0.6,64,5,binary_crossentropy,nadam,16
0.9082729139,0.9089046053,0.9092747302,sigmoid,64,25,relu,0.01,relu,0.001,0.6,320,3,binary_crossentropy,nadam,16
0.908270925,0.907003691,0.9121680905,sigmoid,64,25,relu,0.001,relu,0.001,0.6,64,5,binary_crossentropy,nadam,256
0.908264216,0.912100085,0.9068359412,sigmoid,64,25,tanh,0.001,relu,0.001,0.6,320,3,binary_crossentropy,nadam,64
0.9081659746,0.9149400898,0.9055260787,sigmoid,64,25,tanh,0.001,relu,0.01,0.6,64,5,binary_crossentropy,nadam,16
0.9081451353,0.9069132658,0.9124125984,sigmoid,64,25,tanh,0.01,tanh,0.01,0.6,320,3,binary_crossentropy,nadam,64
0.9080766891,0.9081728564,0.910739884,sigmoid,64,50,tanh,0.001,tanh,0.01,0.6,64,5,binary_crossentropy,nadam,16
0.9080190786,0.9069710113,0.9105010109,sigmoid,64,50,relu,0.01,tanh,0.01,0.6,320,5,binary_crossentropy,nadam,16
0.9079796673,0.907284521,0.9106643026,sigmoid,64,25,relu,0.001,relu,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.9079796673,0.907284521,0.9106643026,sigmoid,64,50,tanh,0.01,tanh,0.01,0.6,64,5,binary_crossentropy,nadam,256
0.9079796673,0.907284521,0.9106643026,sigmoid,64,25,tanh,0.01,tanh,0.001,0.6,320,3,binary_crossentropy,nadam,16
0.9079641316,0.9122210155,0.9069613584,sigmoid,64,25,tanh,0.001,tanh,0.001,0.6,320,3,binary_crossentropy,nadam,16
0.9079404954,0.9074028685,0.9109065507,sigmoid,64,25,relu,0.001,relu,0.001,0.6,64,3,binary_crossentropy,nadam,256
0.907935844,0.9131952945,0.9045289839,sigmoid,64,25,tanh,0.001,relu,0.001,0.6,64,5,binary_crossentropy,nadam,16
0.9079054736,0.9131469414,0.9041224019,sigmoid,64,50,relu,0.01,relu,0.001,0.6,320,5,binary_crossentropy,nadam,64
0.907885144,0.9103148461,0.9065028605,sigmoid,64,25,tanh,0.001,tanh,0.01,0.6,320,3,binary_crossentropy,nadam,256
0.9077780712,0.9114330364,0.9064537784,sigmoid,64,50,tanh,0.001,relu,0.01,0.6,64,5,binary_crossentropy,nadam,64
0.907771634,0.9081362796,0.9081148144,sigmoid,64,50,tanh,0.001,tanh,0.01,0.6,320,3,binary_crossentropy,nadam,16
0.9077694308,0.9093364091,0.9078940995,sigmoid,64,25,tanh,0.001,relu,0.01,0.6,320,5,binary_crossentropy,nadam,64
0.9077366417,0.9092689074,0.9075876507,sigmoid,64,50,tanh,0.01,relu,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.9077195978,0.9079567615,0.9090896394,sigmoid,64,50,relu,0.001,relu,0.01,0.6,320,3,binary_crossentropy,nadam,64
0.907651319,0.9082514872,0.9090439322,sigmoid,64,25,relu,0.001,relu,0.001,0.6,320,3,binary_crossentropy,nadam,16
0.9076371552,0.9095215399,0.9065703609,sigmoid,64,25,relu,0.01,tanh,0.01,0.6,64,3,binary_crossentropy,nadam,16
0.9076292338,0.9084161274,0.9071476465,sigmoid,64,25,tanh,0.001,relu,0.01,0.6,64,3,binary_crossentropy,nadam,256
0.907579486,0.9097004612,0.9078606019,sigmoid,64,25,tanh,0.001,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,64
